Vernier Format 2
cstr_600_300_series.txt 8/4/118 13:19:36
Run 1
Time	Conductivity	Conductivity	
123	1212	891	
124	1212	901	
125	1212	881	
126	1222	871	
127	1212	871	
128	1212	881	
129	1202	881	
130	1232	881	
131	1232	901	
132	1212	891	
133	1232	911	
134	1212	911	
135	1232	901	
136	1192	891	
137	1192	881	
138	1173	881	
139	1183	881	
140	1192	881	
141	1183	901	
142	1202	891	
143	1232	901	
144	1212	911	
145	1202	921	
146	1192	921	
147	1202	911	
148	1192	891	
149	1202	881	
150	1202	851	
151	1163	891	
152	1183	881	
153	1202	901	
154	1202	901	
155	1212	921	
156	1192	931	
157	1212	921	
158	1212	911	
159	1163	901	
160	1192	881	
161	1173	901	
162	1183	891	
163	1192	881	
164	1202	891	
165	1202	901	
166	1202	931	
167	1202	931	
168	1202	921	
169	1212	901	
170	1173	921	
171	1163	901	
172	1183	891	
173	1153	911	
174	1163	891	
175	1173	911	
176	1173	901	
177	1202	911	
178	1202	931	
179	1183	931	
180	1163	931	
181	1163	921	
182	1173	921	
183	1163	911	
184	1153	901	
185	1144	911	
186	1153	921	
187	1173	901	
188	1173	931	
189	1202	931	
190	1183	931	
191	1183	931	
192	1192	921	
193	1144	921	
194	1173	891	
195	1153	891	
196	1124	911	
197	1173	901	
198	1173	921	
199	1173	931	
200	1163	941	
201	1173	951	
202	1163	931	
203	1153	941	
204	1144	921	
205	1163	921	
206	1163	901	
207	1124	911	
208	1133	911	
209	1153	901	
210	1163	921	
211	1153	931	
212	1163	931	
213	1163	931	
214	1163	951	
215	1173	931	
216	1173	921	
217	1153	931	
218	1163	911	
219	1144	921	
220	1153	901	
221	1133	921	
222	1144	931	
223	1133	921	
224	1133	931	
225	1153	941	
226	1133	961	
227	1163	951	
228	1133	951	
229	1153	931	
230	1163	931	
231	1144	931	
232	1153	921	
233	1124	931	
234	1104	931	
235	1124	921	
236	1114	931	
237	1144	931	
238	1124	931	
239	1124	961	
240	1144	951	
241	1153	951	
242	1153	951	
243	1124	951	
244	1124	931	
245	1124	931	
246	1133	931	
247	1124	911	
248	1104	931	
249	1094	931	
250	1124	941	
251	1114	931	
252	1133	931	
253	1144	961	
254	1133	951	
255	1124	961	
256	1124	961	
257	1153	951	
258	1153	951	
259	1124	931	
260	1104	931	
261	1104	931	
262	1114	931	
263	1114	921	
264	1124	931	
265	1094	931	
266	1094	941	
267	1104	931	
268	1094	961	
269	1104	961	
270	1124	961	
271	1133	951	
272	1133	951	
273	1133	961	
274	1144	961	
275	1133	951	
276	1124	951	
277	1124	931	
278	1085	951	
279	1075	951	
280	1085	931	
281	1104	931	
282	1085	941	
283	1085	951	
284	1085	951	
285	1085	961	
286	1094	951	
287	1094	971	
288	1085	971	
289	1094	971	
290	1124	961	
291	1104	971	
292	1124	961	
293	1124	961	
294	1094	951	
295	1075	951	
296	1075	951	
297	1085	941	
298	1094	931	
299	1085	941	
300	1085	931	
301	1094	931	
302	1085	951	
303	1085	961	
304	1085	951	
305	1094	961	
306	1104	961	
307	1104	961	
308	1094	971	
309	1124	971	
310	1104	961	
311	1085	981	
312	1085	981	
313	1104	961	
314	1104	961	
315	1094	951	
316	1094	961	
317	1085	961	
318	1085	951	
319	1055	941	
320	1055	941	
321	1065	941	
322	1085	931	
323	1055	961	
324	1075	941	
325	1055	961	
326	1075	951	
327	1055	971	
328	1075	961	
329	1085	971	
330	1075	981	
331	1085	971	
332	1104	971	
333	1094	981	
334	1085	971	
335	1075	971	
336	1085	961	
337	1075	971	
338	1085	961	
339	1045	961	
340	1065	961	
341	1045	951	
342	1075	941	
343	1036	961	
344	1075	931	
345	1036	961	
346	1055	961	
347	1055	971	
348	1045	971	
349	1065	971	
350	1085	981	
351	1085	981	
352	1085	981	
353	1065	991	
354	1055	991	
355	1065	981	
356	1055	981	
357	1055	971	
358	1085	951	
359	1055	971	
360	1036	961	
361	1045	951	
362	1055	961	
363	1045	961	
364	1026	961	
365	1045	951	
366	1026	971	
367	1075	961	
368	1045	981	
369	1065	971	
370	1085	971	
371	1075	981	
372	1075	991	
373	1085	981	
374	1085	971	
375	1085	991	
376	1075	991	
377	1065	971	
378	1075	971	
379	1026	971	
380	1045	961	
381	1026	961	
382	1055	941	
383	1055	951	
384	1016	961	
385	1055	961	
386	1055	961	
387	1055	971	
388	1055	981	
389	1055	971	
390	1055	971	
391	1065	1001	
392	1045	1001	
393	1045	1001	
394	1055	981	
395	1075	971	
396	1055	971	
397	1036	971	
398	1045	971	
399	1036	981	
400	1016	961	
401	1016	961	
402	1026	961	
403	1006	971	
404	1026	961	
405	1026	961	
406	1026	961	
407	1026	971	
408	1045	971	
409	1045	981	
410	1026	1001	
411	1055	981	
412	1055	981	
413	1055	981	
414	1036	991	
415	1026	1001	
416	1026	1001	
417	1045	981	
418	1055	961	
419	1045	961	
420	1026	961	
421	1016	971	
422	1016	971	
423	1016	961	
424	1016	971	
425	1026	971	
426	1026	971	
427	1026	971	
428	1006	981	
429	1016	1001	
430	1026	1001	
431	1026	981	
432	1045	1001	
433	1045	1001	
434	1055	981	
435	1055	981	
436	1016	991	
437	1036	981	
438	1045	961	
439	1026	961	
440	1016	971	
441	1016	981	
442	1026	961	
443	1026	961	
444	1026	961	
445	1006	971	
446	997	981	
447	1016	981	
448	1026	1001	
449	1016	1001	
450	1016	1001	
451	1016	991	
452	1016	1001	
453	1045	991	
454	1045	981	
455	1006	991	
456	1006	971	
457	986	981	
458	1006	971	
459	997	961	
460	1016	961	
461	1006	971	
462	1016	971	
463	977	981	
464	1016	981	
465	1036	981	
466	1016	991	
467	1006	1011	
468	1006	1001	
469	1026	1001	
470	1016	991	
471	1006	991	
472	986	991	
473	997	971	
474	1016	961	
475	1016	961	
476	977	961	
477	1006	971	
478	1006	981	
479	977	981	
480	1006	991	
481	997	1001	
482	1016	1001	
483	997	1001	
484	1006	1001	
485	1036	1001	
486	1026	981	
487	1006	981	
488	997	971	
489	997	981	
490	986	971	
491	977	971	
492	986	961	
493	997	971	
494	967	981	
495	1006	971	
496	1016	991	
497	997	981	
498	1006	1001	
499	1016	1001	
500	1026	1001	
501	1016	1001	
502	1016	1001	
503	1016	991	
504	986	981	
505	977	991	
506	1006	971	
507	986	971	
508	997	961	
509	977	961	
510	986	981	
511	977	971	
512	977	1001	
513	1016	1001	
514	1016	981	
515	977	1001	
516	997	991	
517	977	1011	
518	977	1001	
519	1006	991	
520	977	971	
521	977	981	
522	997	961	
523	967	961	
524	967	981	
525	997	961	
526	977	991	
527	967	1001	
528	997	1001	
529	977	1001	
530	986	991	
531	1016	1001	
532	997	991	
533	1006	1001	
534	967	1001	
535	977	981	
536	947	981	
537	967	971	
538	997	961	
539	947	981	
540	997	961	
541	957	991	
542	997	971	
543	967	1001	
544	1016	981	
545	977	1001	
546	1006	1001	
547	977	1001	
548	977	1001	
549	997	981	
550	967	971	
551	967	971	
552	947	971	
553	977	971	
554	967	961	
555	957	981	
556	986	981	
557	977	1001	
558	986	991	
559	997	1011	
560	977	1001	
561	1006	991	
562	967	981	
563	986	971	
564	977	971	
565	977	971	
566	947	971	
567	938	971	
568	967	981	
569	967	991	
570	986	991	
571	967	1011	
572	997	1001	
573	967	1011	
574	997	981	
575	967	1001	
576	957	971	
577	977	971	
578	967	961	
579	938	981	
580	967	981	
581	977	971	
582	967	1001	
583	977	1001	
584	977	1011	
585	986	1001	
586	967	991	
587	997	991	
588	986	971	
589	967	961	
590	947	981	
591	957	971	
592	947	981	
593	947	971	
594	967	981	
595	986	981	
596	977	991	
597	957	1001	
598	986	1001	
599	947	1011	
600	947	1001	
601	967	981	
602	967	961	
603	957	971	
604	947	971	
605	928	981	
606	967	981	
607	957	1001	
608	967	1001	
609	967	1011	
610	986	991	
611	947	991	
612	977	981	
613	938	981	
614	947	981	
615	938	961	
616	928	971	
617	928	961	
618	967	981	
619	947	981	
620	957	1001	
621	967	1001	
622	977	1011	
623	957	991	
624	938	1001	
625	967	971	
626	928	991	
627	957	971	
628	928	981	
629	947	971	
630	947	961	
631	938	971	
632	928	981	
633	967	1001	
634	977	991	
635	947	1011	
636	967	1001	
637	977	981	
638	947	991	
639	928	971	
640	928	981	
641	928	971	
642	928	971	
643	918	991	
644	928	1001	
645	947	1001	
646	967	991	
647	967	991	
648	967	1001	
649	977	991	
650	967	1001	
651	967	981	
652	928	981	
653	918	981	
654	947	961	
655	938	981	
656	928	981	
657	928	971	
658	928	1001	
659	957	991	
660	967	1001	
661	967	991	
662	967	991	
663	947	1001	
664	967	971	
665	938	971	
666	918	981	
667	918	971	
668	918	961	
669	947	971	
670	947	971	
671	938	971	
672	928	1001	
673	957	1001	
674	967	991	
675	947	1001	
676	957	981	
677	947	991	
678	938	981	
679	928	981	
680	928	971	
681	898	971	
682	918	971	
683	909	991	
684	928	981	
685	967	981	
686	928	981	
687	938	1011	
688	957	991	
689	957	991	
690	928	981	
691	928	981	
692	918	971	
693	898	971	
694	928	971	
695	898	971	
696	918	981	
697	938	981	
698	947	981	
699	928	991	
700	928	991	
701	947	1001	
702	928	1001	
703	947	971	
704	938	981	
705	918	971	
706	898	971	
707	898	971	
708	918	961	
709	938	961	
710	938	971	
711	947	971	
712	938	981	
713	928	1001	
714	947	991	
715	947	981	
716	947	981	
717	938	981	
718	898	971	
719	918	971	
720	928	961	
721	898	961	
722	909	971	
723	928	971	
724	918	971	
725	938	971	
726	928	991	
727	947	1001	
728	928	991	
729	918	1001	
730	947	971	
731	909	1001	
732	928	981	
733	898	981	
734	889	971	
735	918	961	
736	918	971	
737	918	971	
738	898	991	
739	938	981	
740	938	981	
741	918	1001	
742	947	981	
743	909	1001	
744	938	981	
745	909	1001	
746	928	981	
747	898	971	
748	918	971	
749	879	971	
750	889	971	
751	928	961	
752	898	981	
753	938	971	
754	898	1001	
755	928	991	
756	928	991	
757	928	1001	
758	918	981	
759	918	961	
760	918	971	
761	909	961	
762	889	961	
763	898	961	
764	918	961	
765	898	961	
766	898	981	
767	918	981	
768	909	1001	
769	918	1001	
770	909	1001	
771	918	991	
772	928	971	
773	918	971	
774	898	981	
775	889	981	
776	909	961	
777	898	971	
778	909	961	
779	928	961	
780	909	971	
781	909	981	
782	928	991	
783	909	991	
784	938	981	
785	898	981	
786	898	1001	
787	898	961	
788	909	961	
789	898	961	
790	889	981	
791	889	961	
792	909	971	
793	898	971	
794	898	1001	
795	918	981	
796	898	1001	
797	928	991	
798	898	991	
799	898	961	
800	869	971	
801	869	961	
802	889	961	
803	889	971	
804	898	971	
805	898	971	
806	928	971	
807	928	981	
808	918	991	
809	918	981	
810	898	971	
811	879	981	
812	889	971	
813	879	951	
814	869	961	
815	898	971	
816	909	971	
817	898	971	
818	889	981	
819	898	1001	
820	898	981	
821	898	991	
822	909	981	
823	918	961	
824	909	961	
825	898	961	
826	898	951	
827	879	951	
828	898	971	
829	869	981	
830	898	991	
831	898	981	
832	909	991	
833	909	991	
834	898	981	
835	898	971	
836	898	961	
837	879	961	
838	879	961	
839	898	971	
840	889	971	
841	889	981	
842	928	971	
843	918	981	
844	898	981	
845	928	971	
846	889	971	
847	889	961	
848	889	971	
849	889	961	
850	869	951	
851	889	961	
852	898	961	
853	869	971	
854	898	981	
855	889	971	
856	898	991	
857	909	991	
858	898	991	
859	889	981	
860	879	961	
861	869	961	
862	859	971	
863	889	961	
864	879	951	
865	859	961	
866	859	971	
867	869	981	
868	889	981	
869	928	991	
870	918	981	
871	918	971	
872	918	971	
873	918	961	
874	879	961	
875	869	951	
876	879	951	
877	859	951	
878	869	961	
879	898	951	
880	889	961	
881	879	981	
882	918	971	
883	909	971	
884	889	991	
885	869	981	
886	898	961	
887	869	961	
888	869	961	
889	869	951	
890	879	941	
891	889	951	
892	889	951	
893	879	961	
894	898	961	
895	909	961	
896	909	961	
897	889	971	
898	898	981	
899	898	981	
900	879	971	
901	869	971	
902	889	961	
903	898	951	
904	879	951	
905	889	931	
906	879	951	
907	879	961	
908	898	951	
909	859	961	
910	889	961	
911	909	981	
912	879	981	
913	889	981	
914	909	961	
915	889	971	
916	898	961	
917	859	971	
918	898	961	
919	889	971	
920	889	951	
921	889	941	
922	859	931	
923	840	951	
924	850	961	
925	850	931	
926	859	961	
927	859	971	
928	869	961	
929	869	971	
930	869	971	
931	889	971	
932	898	961	
933	869	961	
934	898	971	
935	898	971	
936	898	961	
937	898	961	
938	869	961	
939	879	951	
940	869	961	
941	850	951	
942	869	951	
943	850	951	
944	859	951	
945	850	961	
946	889	961	
947	869	961	
948	879	961	
949	889	951	
950	898	961	
951	898	961	
952	889	981	
953	889	971	
954	869	971	
955	898	971	
956	869	961	
957	879	961	
958	879	961	
959	869	971	
960	898	961	
961	889	961	
962	879	961	
963	850	961	
964	869	961	
965	850	961	
966	850	961	
967	859	951	
968	879	931	
969	850	941	
970	850	931	
971	850	931	
972	869	951	
973	840	951	
974	850	951	
975	850	951	
976	869	931	
977	879	931	
978	840	951	
979	840	961	
980	850	951	
981	869	951	
982	869	951	
983	869	961	
984	869	951	
985	869	961	
986	879	961	
987	879	951	
988	859	951	
989	859	961	
990	869	971	
991	879	961	
992	859	961	
993	879	961	
994	889	961	
995	879	961	
996	879	971	
997	869	961	
998	898	961	
999	869	961	
1000	898	961	
1001	869	961	
1002	898	971	
1003	889	961	
1004	859	971	
1005	859	951	
1006	898	961	
1007	869	961	
1008	889	961	
1009	869	971	
1010	859	971	
1011	859	961	
1012	889	961	
1013	859	971	
1014	850	961	
1015	879	961	
1016	850	971	
1017	879	971	
1018	889	961	
1019	850	971	
1020	850	971	
1021	879	941	
1022	898	961	
1023	859	951	
1024	850	961	
1025	869	961	
1026	869	961	
1027	859	951	
1028	869	961	
1029	869	951	
1030	850	961	
1031	859	941	
1032	859	951	
1033	869	951	
1034	840	931	
1035	859	951	
1036	850	951	
1037	859	951	
1038	850	931	
1039	840	931	
1040	859	931	
1041	840	951	
1042	850	931	
1043	850	931	
1044	830	951	
1045	840	931	
1046	820	931	
1047	830	931	
1048	850	931	
1049	850	941	
1050	859	931	
1051	840	951	
1052	830	931	
1053	840	921	
1054	840	931	
1055	840	941	
1056	859	931	
1057	850	941	
1058	850	951	
1059	840	931	
1060	859	931	
1061	859	951	
1062	859	951	
1063	869	941	
1064	859	961	
1065	869	941	
1066	869	951	
1067	850	941	
1068	859	971	
1069	879	951	
1070	859	951	
1071	859	951	
1072	850	961	
1073	850	971	
1074	850	961	
1075	850	961	
1076	850	951	
1077	840	961	
1078	850	961	
1079	850	941	
1080	850	941	
1081	859	931	
1082	840	931	
1083	840	931	
1084	840	941	
1085	840	941	
1086	850	931	
1087	859	921	
1088	820	931	
1089	850	921	
1090	850	931	
1091	850	921	
1092	840	931	
1093	830	951	
1094	850	931	
1095	840	961	
1096	850	961	
1097	850	951	
1098	850	971	
1099	850	961	
1100	850	961	
1101	850	951	
1102	859	951	
1103	840	961	
1104	840	941	
1105	869	931	
1106	850	941	
1107	850	931	
1108	850	931	
1109	850	931	
1110	850	921	
1111	850	931	
1112	850	931	
1113	850	931	
1114	850	931	
1115	850	931	
1116	840	931	
1117	850	931	
1118	859	931	
1119	840	961	
1120	869	951	
1121	840	951	
1122	850	941	
1123	859	951	
1124	859	941	
1125	850	941	
1126	850	931	
1127	850	921	
1128	830	921	
1129	820	921	
1130	820	921	
1131	820	921	
1132	830	921	
1133	850	931	
1134	850	941	
1135	830	951	
1136	859	951	
1137	850	951	
1138	830	951	
1139	840	961	
1140	840	941	
1141	850	941	
1142	840	941	
1143	830	941	
1144	840	921	
1145	810	931	
1146	850	911	
1147	820	931	
1148	820	921	
1149	820	931	
1150	820	931	
1151	840	931	
1152	840	951	
1153	840	951	
1154	859	951	
1155	840	961	
1156	840	951	
1157	850	951	
1158	859	941	
1159	850	941	
1160	840	921	
1161	820	931	
1162	820	921	
1163	840	921	
1164	840	931	
1165	820	921	
1166	820	931	
1167	840	931	
1168	840	931	
1169	850	931	
1170	869	931	
1171	840	931	
1172	840	951	
1173	850	931	
1174	850	921	
1175	820	921	
1176	850	901	
1177	810	911	
1178	850	901	
1179	820	921	
1180	840	921	
1181	840	931	
1182	850	941	
1183	840	951	
1184	850	951	
1185	869	931	
1186	850	931	
1187	850	931	
1188	820	921	
1189	820	921	
1190	850	901	
1191	810	921	
1192	820	931	
1193	850	921	
1194	840	921	
1195	820	921	
1196	850	931	
1197	850	951	
1198	840	931	
1199	830	951	
1200	859	931	
1201	859	921	
1202	830	931	
1203	850	931	
1204	840	931	
1205	820	901	
1206	820	921	
1207	850	921	
1208	840	921	
1209	830	941	
1210	859	931	
1211	830	941	
1212	850	931	
1213	850	951	
1214	850	931	
1215	820	931	
1216	820	921	
1217	830	921	
1218	810	911	
1219	810	921	
1220	810	921	
1221	850	921	
1222	830	921	
1223	840	931	
1224	850	931	
1225	859	931	
1226	850	931	
1227	830	931	
1228	840	921	
1229	820	911	
1230	820	921	
1231	810	921	
1232	820	911	
1233	820	921	
1234	830	911	
1235	840	931	
1236	850	931	
1237	820	941	
1238	859	931	
1239	850	931	
1240	820	941	
1241	840	931	
1242	820	921	
1243	830	911	
1244	830	921	
1245	840	901	
1246	810	901	
1247	810	901	
1248	840	901	
1249	810	921	
1250	840	931	
1251	840	921	
1252	850	941	
1253	840	931	
1254	850	941	
1255	820	951	
1256	850	911	
1257	850	931	
1258	820	931	
1259	840	901	
1260	840	921	
1261	810	901	
1262	840	891	
1263	810	921	
1264	840	891	
1265	840	921	
1266	810	911	
1267	840	901	
1268	810	921	
1269	859	921	
1270	850	921	
1271	820	941	
1272	840	931	
1273	840	921	
1274	820	921	
1275	850	921	
1276	840	931	
1277	810	921	
1278	820	901	
1279	820	911	
1280	801	901	
1281	820	901	
1282	810	901	
1283	830	901	
1284	810	921	
1285	840	901	
1286	820	921	
1287	810	931	
1288	820	931	
1289	850	921	
1290	810	931	
1291	850	931	
1292	850	931	
1293	850	931	
1294	820	931	
1295	820	921	
1296	830	921	
1297	840	921	
1298	810	911	
1299	810	901	
1300	810	911	
1301	830	891	
1302	830	901	
1303	810	901	
1304	801	921	
1305	840	901	
1306	820	921	
1307	820	921	
1308	820	921	
1309	840	931	
1310	850	921	
1311	850	931	
1312	820	931	
1313	840	931	
1314	810	931	
1315	840	931	
1316	810	931	
1317	840	901	
1318	810	901	
1319	820	881	
1320	830	891	
1321	801	901	
1322	810	891	
1323	830	891	
1324	820	901	
1325	791	911	
1326	830	911	
1327	810	921	
1328	840	911	
1329	820	921	
1330	850	931	
1331	820	931	
1332	840	931	
1333	820	931	
1334	820	921	
1335	850	901	
1336	840	911	
1337	810	911	
1338	810	911	
1339	810	881	
1340	810	891	
1341	801	891	
1342	801	891	
1343	810	881	
1344	820	901	
1345	810	921	
1346	810	901	
1347	810	921	
1348	820	931	
1349	840	911	
1350	820	921	
1351	810	931	
1352	820	911	
1353	820	911	
1354	810	921	
1355	801	911	
1356	840	891	
1357	791	901	
1358	820	881	
1359	820	891	
1360	810	901	
1361	830	891	
1362	810	891	
1363	840	901	
1364	840	901	
1365	820	921	
1366	850	921	
1367	850	911	
1368	820	931	
1369	820	921	
1370	850	891	
1371	840	891	
1372	810	901	
1373	810	901	
1374	801	891	
1375	820	891	
1376	830	881	
1377	791	901	
1378	810	901	
1379	820	901	
1380	820	931	
1381	820	921	
1382	840	921	
1383	850	911	
1384	810	931	
1385	810	891	
1386	791	901	
1387	801	901	
1388	820	881	
1389	791	891	
1390	810	891	
1391	791	901	
1392	820	911	
1393	820	921	
1394	820	901	
1395	830	921	
1396	840	901	
1397	810	911	
1398	840	891	
1399	820	891	
1400	801	891	
1401	791	891	
1402	791	891	
1403	810	901	
1404	830	891	
1405	830	891	
1406	810	921	
1407	840	901	
1408	840	901	
1409	830	911	
1410	810	921	
1411	791	891	
1412	791	891	
1413	801	891	
1414	791	901	
1415	810	881	
1416	820	891	
1417	801	921	
1418	830	891	
1419	850	901	
1420	840	901	
1421	820	911	
1422	791	901	
1423	810	881	
1424	810	881	
1425	820	881	
1426	820	891	
1427	820	901	
1428	810	891	
1429	810	921	
1430	810	911	
1431	830	911	
1432	830	891	
1433	830	881	
1434	810	891	
1435	791	881	
1436	810	881	
1437	830	881	
1438	820	901	
1439	840	901	
1440	840	901	
1441	840	921	
1442	840	891	
1443	810	901	
1444	830	871	
1445	810	881	
1446	771	891	
1447	801	881	
1448	810	891	
1449	830	901	
1450	810	921	
1451	810	901	
1452	830	881	
1453	791	881	
1454	791	871	
1455	801	881	
1456	801	881	
1457	791	901	
1458	820	901	
1459	840	901	
1460	810	901	
1461	820	891	
1462	830	871	
1463	801	881	
1464	801	871	
1465	820	881	
1466	840	891	
1467	810	901	
1468	840	901	
1469	810	911	
1470	810	881	
1471	781	891	
1472	762	891	
1473	820	881	
1474	810	891	
1475	820	901	
1476	830	921	
1477	801	901	
1478	801	881	
1479	791	881	
1480	810	881	
1481	830	881	
1482	820	891	
1483	840	891	
1484	810	901	
1485	791	891	
1486	791	881	
1487	810	871	
1488	810	881	
1489	801	891	
1490	840	891	
1491	840	901	
1492	830	901	
1493	810	891	
1494	810	871	
1495	810	871	
1496	801	881	
1497	810	891	
1498	830	891	
1499	810	891	
1500	791	901	
1501	801	881	
1502	791	881	
1503	810	891	
1504	820	871	
1505	801	891	
1506	810	911	
1507	840	891	
1508	801	901	
1509	791	881	
1510	762	881	
1511	791	871	
1512	820	881	
1513	830	901	
1514	820	891	
1515	830	891	
1516	810	881	
1517	810	881	
1518	791	871	
1519	771	881	
1520	810	881	
1521	810	901	
1522	820	901	
1523	820	891	
1524	801	881	
1525	781	881	
1526	810	871	
1527	810	871	
1528	791	891	
1529	820	891	
1530	850	891	
1531	820	901	
1532	801	891	
1533	791	881	
1534	771	881	
1535	781	871	
1536	791	881	
1537	820	891	
1538	840	891	
1539	810	881	
1540	810	881	
1541	810	881	
1542	791	881	
1543	810	861	
1544	810	881	
1545	801	881	
1546	830	891	
1547	820	901	
1548	801	891	
1549	830	881	
1550	781	881	
1551	791	871	
1552	820	861	
1553	810	861	
1554	820	871	
1555	840	881	
1556	810	891	
1557	810	891	
1558	810	891	
1559	810	871	
1560	810	861	
1561	791	871	
1562	810	881	
1563	820	881	
1564	830	891	
1565	801	901	
1566	810	901	
1567	801	891	
1568	810	881	
1569	781	881	
1570	762	881	
1571	781	881	
1572	830	881	
1573	820	881	
1574	810	901	
1575	810	891	
1576	771	881	
1577	810	871	
1578	791	881	
1579	801	871	
1580	791	881	
1581	830	881	
1582	810	881	
1583	810	891	
1584	810	891	
1585	820	881	
1586	810	871	
1587	762	871	
1588	791	841	
1589	810	881	
1590	810	881	
1591	820	891	
1592	830	881	
1593	791	891	
1594	801	871	
1595	810	871	
1596	762	881	
1597	791	871	
1598	820	871	
1599	820	881	
1600	820	881	
1601	791	891	
1602	791	891	
1603	771	871	
1604	771	861	
1605	762	871	
1606	791	881	
1607	791	891	
1608	810	881	
1609	820	891	
1610	810	881	
1611	791	871	
1612	771	851	
1613	810	861	
1614	810	871	
1615	791	891	
1616	791	891	
1617	820	871	
1618	810	881	
1619	820	871	
1620	820	861	
1621	791	851	
1622	791	871	
1623	810	881	
1624	820	881	
1625	810	881	
1626	820	881	
1627	820	871	
1628	810	851	
1629	810	851	
1630	801	871	
1631	801	871	
1632	801	891	
1633	810	891	
1634	810	881	
1635	810	861	
1636	810	861	
1637	781	851	
1638	791	871	
1639	810	881	
1640	801	891	
1641	801	891	
1642	781	881	
1643	791	861	
1644	801	851	
1645	810	851	
1646	801	881	
1647	810	881	
1648	810	881	
1649	791	881	
1650	762	881	
1651	781	851	
1652	762	881	
1653	810	871	
1654	810	881	
1655	801	881	
1656	810	881	
1657	801	871	
1658	810	861	
1659	810	851	
1660	791	871	
1661	820	881	
1662	810	881	
1663	810	881	
1664	791	871	
1665	751	861	
1666	810	851	
1667	771	871	
1668	810	881	
1669	801	881	
1670	810	861	
1671	791	871	
1672	810	841	
1673	771	871	
1674	801	871	
1675	830	881	
1676	810	871	
1677	762	881	
1678	801	851	
1679	781	851	
1680	791	881	
1681	791	891	
1682	791	881	
1683	810	871	
1684	781	861	
1685	781	851	
1686	810	861	
1687	810	881	
1688	810	891	
1689	791	871	
1690	810	871	
1691	791	861	
1692	781	851	
1693	791	881	
1694	791	891	
1695	771	881	
1696	771	881	
1697	742	871	
1698	791	871	
1699	820	881	
1700	791	881	
1701	810	871	
1702	820	851	
1703	810	841	
1704	781	851	
1705	801	871	
1706	820	881	
1707	810	861	
1708	762	841	
1709	771	841	
1710	820	881	
1711	810	881	
1712	820	881	
1713	791	841	
1714	771	851	
1715	801	871	
1716	820	861	
1717	810	881	
1718	791	861	
1719	762	851	
1720	762	871	
1721	820	861	
1722	830	881	
1723	801	871	
1724	810	851	
1725	810	841	
1726	791	881	
1727	820	871	
1728	801	881	
1729	791	861	
1730	771	841	
1731	810	881	
1732	791	871	
1733	762	871	
1734	791	841	
1735	801	861	
1736	810	871	
1737	781	881	
1738	791	871	
1739	801	851	
1740	810	871	
1741	810	871	
1742	791	871	
1743	771	841	
1744	771	851	
1745	820	871	
1746	820	881	
1747	810	841	
1748	791	851	
1749	810	851	
1750	810	881	
1751	820	861	
1752	810	841	
1753	762	851	
1754	810	861	
1755	810	881	
1756	762	861	
1757	810	841	
1758	810	871	
1759	791	871	
1760	791	851	
1761	751	851	
1762	781	871	
1763	820	881	
1764	810	851	
1765	791	841	
1766	801	871	
1767	820	881	
1768	762	871	
1769	791	841	
1770	810	851	
1771	801	861	
1772	791	851	
1773	751	861	
1774	801	851	
1775	830	871	
1776	801	851	
1777	810	841	
1778	791	841	
1779	801	881	
1780	810	871	
1781	751	841	
1782	801	861	
1783	791	881	
