Vernier Format 2
cstr_1200_100_1.txt 8/2/118 12:39:18
Run 1
Time	Conductivity	Conductivity	Conductivity	
T	C	C	C	
s	µS/cm	µS/cm	µS/cm	

0	1275	1603	1307	
1	1275	1612	1362	
2	1285	1623	1362	
3	1285	1633	1318	
4	1275	1593	1340	
5	1245	1572	1318	
6	1255	1582	1273	
7	1235	1603	1296	
8	1255	1623	1284	
9	1235	1633	1307	
10	1235	1623	1307	
11	1245	1593	1307	
12	1226	1582	1273	
13	1235	1562	1251	
14	1226	1593	1273	
15	1235	1623	1307	
16	1255	1623	1307	
17	1255	1623	1273	
18	1226	1603	1273	
19	1215	1582	1273	
20	1275	1562	1251	
21	1511	1553	1228	
22	1660	1572	1228	
23	1818	1582	1262	
24	1847	1582	1228	
25	1867	1582	1206	
26	1916	1572	1184	
27	1956	1572	1173	
28	1936	1553	1184	
29	1946	1562	1206	
30	1995	1562	1184	
31	2015	1553	1206	
32	2025	1542	1217	
33	2104	1562	1251	
34	2094	1582	1262	
35	2133	1582	1228	
36	2133	1582	1262	
37	2114	1582	1318	
38	2124	1572	1329	
39	2094	1572	1318	
40	2114	1532	1318	
41	2094	1532	1307	
42	2025	1542	1307	
43	2025	1572	1296	
44	2025	1572	1329	
45	2035	1603	1284	
46	1995	1603	1284	
47	2025	1572	1284	
48	1985	1553	1284	
49	1966	1553	1251	
50	1966	1522	1262	
51	1936	1532	1262	
52	1946	1542	1217	
53	1946	1553	1239	
54	1956	1603	1251	
55	1966	1593	1262	
56	1966	1582	1273	
57	1936	1603	1251	
58	1936	1562	1251	
59	1946	1542	1251	
60	1907	1542	1251	
61	1916	1532	1239	
62	1916	1542	1251	
63	1936	1553	1251	
64	1926	1572	1284	
65	1946	1603	1262	
66	1946	1603	1307	
67	1976	1582	1284	
68	1926	1582	1307	
69	1936	1572	1296	
70	1926	1542	1284	
71	1936	1532	1307	
72	1936	1542	1284	
73	1966	1542	1307	
74	1966	1562	1318	
75	1966	1593	1351	
76	2005	1582	1340	
77	1995	1582	1351	
78	1956	1593	1362	
79	1956	1582	1318	
80	1936	1562	1307	
81	1926	1542	1329	
82	1936	1542	1273	
83	1926	1572	1251	
84	1887	1582	1228	
85	1867	1582	1217	
86	1887	1582	1173	
87	1818	1582	1184	
88	1828	1542	1184	
89	1828	1542	1184	
90	1808	1553	1228	
91	1857	1542	1251	
92	1847	1572	1262	
93	1887	1603	1329	
94	1907	1593	1362	
95	1926	1603	1340	
96	1936	1603	1362	
97	1916	1572	1340	
98	1877	1553	1296	
99	1857	1553	1273	
100	1818	1572	1262	
101	1818	1582	1195	
102	1828	1582	1195	
103	1818	1593	1217	
104	1818	1582	1228	
105	1818	1562	1217	
106	1818	1553	1251	
107	1837	1553	1273	
108	1857	1542	1284	
109	1857	1532	1340	
110	1887	1572	1307	
111	1896	1572	1273	
112	1857	1582	1228	
113	1828	1582	1184	
114	1759	1582	1195	
115	1748	1542	1206	
116	1748	1542	1206	
117	1768	1532	1251	
118	1768	1572	1284	
119	1837	1562	1340	
120	1867	1582	1351	
121	1877	1582	1318	
122	1837	1593	1273	
123	1778	1572	1217	
