Time (s),CH1 Conductivity (muS/cm),CH2 Conductivity (muS/cm)
210.0,1320.0,1121.0
211.0,1280.0,1091.0
212.0,1330.0,1131.0
213.0,1291.0,1091.0
214.0,1300.0,1141.0
215.0,1291.0,1121.0
216.0,1280.0,1131.0
217.0,1300.0,1091.0
218.0,1310.0,1141.0
219.0,1291.0,1111.0
220.0,1280.0,1141.0
221.0,1300.0,1091.0
222.0,1300.0,1141.0
223.0,1251.0,1101.0
224.0,1300.0,1131.0
225.0,1251.0,1111.0
226.0,1310.0,1131.0
227.0,1271.0,1111.0
228.0,1280.0,1141.0
229.0,1261.0,1101.0
230.0,1261.0,1121.0
231.0,1271.0,1121.0
232.0,1261.0,1121.0
233.0,1280.0,1141.0
234.0,1251.0,1101.0
235.0,1251.0,1131.0
236.0,1261.0,1131.0
237.0,1261.0,1111.0
238.0,1251.0,1121.0
239.0,1280.0,1151.0
240.0,1241.0,1111.0
241.0,1261.0,1131.0
242.0,1280.0,1131.0
243.0,1232.0,1111.0
244.0,1241.0,1151.0
245.0,1251.0,1101.0
246.0,1232.0,1121.0
247.0,1261.0,1131.0
248.0,1232.0,1121.0
249.0,1241.0,1131.0
250.0,1241.0,1141.0
251.0,1232.0,1121.0
252.0,1241.0,1141.0
253.0,1202.0,1121.0
254.0,1232.0,1141.0
255.0,1202.0,1131.0
256.0,1241.0,1141.0
257.0,1212.0,1121.0
258.0,1232.0,1131.0
259.0,1232.0,1141.0
260.0,1192.0,1121.0
261.0,1212.0,1161.0
262.0,1212.0,1161.0
263.0,1192.0,1121.0
264.0,1212.0,1161.0
265.0,1202.0,1131.0
266.0,1212.0,1131.0
267.0,1202.0,1131.0
268.0,1202.0,1161.0
269.0,1212.0,1121.0
270.0,1232.0,1131.0
271.0,1232.0,1141.0
272.0,1212.0,1141.0
273.0,1183.0,1121.0
274.0,1212.0,1161.0
275.0,1212.0,1161.0
276.0,1202.0,1121.0
277.0,1183.0,1161.0
278.0,1202.0,1161.0
279.0,1183.0,1131.0
280.0,1202.0,1141.0
281.0,1212.0,1171.0
282.0,1163.0,1121.0
283.0,1202.0,1161.0
284.0,1192.0,1161.0
285.0,1163.0,1131.0
286.0,1183.0,1151.0
287.0,1163.0,1151.0
288.0,1133.0,1131.0
289.0,1183.0,1161.0
290.0,1192.0,1131.0
291.0,1163.0,1141.0
292.0,1192.0,1161.0
293.0,1183.0,1161.0
294.0,1153.0,1121.0
295.0,1173.0,1121.0
296.0,1183.0,1141.0
297.0,1173.0,1151.0
298.0,1153.0,1121.0
299.0,1173.0,1141.0
300.0,1183.0,1161.0
301.0,1153.0,1121.0
302.0,1153.0,1171.0
303.0,1163.0,1161.0
304.0,1144.0,1131.0
305.0,1163.0,1151.0
306.0,1183.0,1141.0
307.0,1133.0,1151.0
308.0,1163.0,1161.0
309.0,1114.0,1131.0
310.0,1183.0,1161.0
311.0,1124.0,1141.0
312.0,1133.0,1131.0
313.0,1153.0,1161.0
314.0,1124.0,1121.0
315.0,1133.0,1180.0
316.0,1133.0,1121.0
317.0,1163.0,1161.0
318.0,1104.0,1131.0
319.0,1124.0,1161.0
320.0,1124.0,1151.0
321.0,1124.0,1131.0
322.0,1153.0,1161.0
323.0,1104.0,1131.0
324.0,1124.0,1141.0
325.0,1133.0,1161.0
326.0,1104.0,1131.0
327.0,1163.0,1161.0
328.0,1114.0,1131.0
329.0,1124.0,1121.0
330.0,1114.0,1171.0
331.0,1104.0,1161.0
332.0,1124.0,1131.0
333.0,1153.0,1151.0
334.0,1144.0,1161.0
335.0,1085.0,1141.0
336.0,1133.0,1141.0
337.0,1094.0,1161.0
338.0,1085.0,1121.0
339.0,1114.0,1161.0
340.0,1094.0,1151.0
341.0,1085.0,1151.0
342.0,1133.0,1171.0
343.0,1133.0,1161.0
344.0,1094.0,1131.0
345.0,1104.0,1131.0
346.0,1124.0,1161.0
347.0,1104.0,1161.0
348.0,1104.0,1131.0
349.0,1133.0,1161.0
350.0,1124.0,1161.0
351.0,1104.0,1121.0
352.0,1104.0,1131.0
353.0,1104.0,1161.0
354.0,1075.0,1141.0
355.0,1085.0,1151.0
356.0,1104.0,1151.0
357.0,1075.0,1131.0
358.0,1094.0,1161.0
359.0,1065.0,1161.0
360.0,1085.0,1141.0
361.0,1124.0,1141.0
362.0,1085.0,1121.0
363.0,1055.0,1161.0
364.0,1085.0,1151.0
365.0,1055.0,1121.0
366.0,1075.0,1171.0
367.0,1085.0,1131.0
368.0,1075.0,1131.0
369.0,1104.0,1161.0
370.0,1045.0,1141.0
371.0,1075.0,1131.0
372.0,1085.0,1131.0
373.0,1094.0,1161.0
374.0,1045.0,1141.0
375.0,1075.0,1141.0
376.0,1085.0,1161.0
377.0,1085.0,1161.0
378.0,1055.0,1131.0
379.0,1065.0,1151.0
380.0,1075.0,1151.0
381.0,1045.0,1131.0
382.0,1055.0,1141.0
383.0,1055.0,1171.0
384.0,1036.0,1121.0
385.0,1055.0,1161.0
386.0,1055.0,1151.0
387.0,1055.0,1131.0
388.0,1085.0,1161.0
389.0,1065.0,1141.0
390.0,1045.0,1121.0
391.0,1065.0,1131.0
392.0,1075.0,1161.0
393.0,1026.0,1131.0
394.0,1085.0,1141.0
395.0,1055.0,1141.0
396.0,1016.0,1141.0
397.0,1085.0,1161.0
398.0,1055.0,1131.0
399.0,1055.0,1121.0
400.0,1075.0,1141.0
401.0,1085.0,1141.0
402.0,1026.0,1161.0
403.0,1016.0,1131.0
404.0,1055.0,1151.0
405.0,1065.0,1161.0
406.0,1026.0,1121.0
407.0,1006.0,1131.0
408.0,1075.0,1151.0
409.0,1036.0,1151.0
410.0,1006.0,1131.0
411.0,1026.0,1141.0
412.0,1055.0,1141.0
413.0,1036.0,1161.0
414.0,1055.0,1151.0
415.0,1026.0,1121.0
416.0,1016.0,1121.0
417.0,1055.0,1141.0
418.0,1045.0,1141.0
419.0,1036.0,1121.0
420.0,1006.0,1131.0
421.0,1055.0,1161.0
422.0,1016.0,1161.0
423.0,1026.0,1131.0
424.0,1006.0,1121.0
425.0,1045.0,1141.0
426.0,1026.0,1141.0
427.0,997.0,1131.0
428.0,1026.0,1131.0
429.0,986.0,1121.0
430.0,1016.0,1141.0
431.0,1016.0,1151.0
432.0,1016.0,1121.0
433.0,1006.0,1121.0
434.0,1036.0,1141.0
435.0,1006.0,1161.0
436.0,1016.0,1131.0
437.0,1006.0,1121.0
438.0,1006.0,1111.0
439.0,1045.0,1131.0
440.0,1036.0,1131.0
441.0,997.0,1121.0
442.0,1016.0,1121.0
443.0,1026.0,1151.0
444.0,1006.0,1151.0
445.0,977.0,1121.0
446.0,986.0,1131.0
447.0,1045.0,1151.0
448.0,997.0,1121.0
449.0,1016.0,1121.0
450.0,1006.0,1121.0
451.0,997.0,1141.0
452.0,997.0,1131.0
453.0,997.0,1121.0
454.0,1006.0,1141.0
455.0,997.0,1131.0
456.0,977.0,1111.0
457.0,997.0,1131.0
458.0,967.0,1131.0
459.0,997.0,1121.0
460.0,986.0,1141.0
461.0,986.0,1121.0
462.0,977.0,1131.0
463.0,997.0,1131.0
464.0,957.0,1111.0
465.0,997.0,1141.0
466.0,977.0,1121.0
467.0,967.0,1131.0
468.0,986.0,1141.0
469.0,967.0,1101.0
470.0,957.0,1111.0
471.0,986.0,1131.0
472.0,1006.0,1121.0
473.0,957.0,1121.0
474.0,1006.0,1141.0
475.0,1006.0,1131.0
476.0,947.0,1121.0
477.0,1006.0,1121.0
478.0,967.0,1121.0
479.0,967.0,1111.0
480.0,997.0,1121.0
481.0,967.0,1131.0
482.0,997.0,1091.0
483.0,977.0,1141.0
484.0,986.0,1091.0
485.0,986.0,1101.0
486.0,977.0,1121.0
487.0,957.0,1101.0
488.0,997.0,1131.0
489.0,957.0,1111.0
490.0,997.0,1121.0
491.0,957.0,1121.0
492.0,938.0,1111.0
493.0,977.0,1121.0
494.0,967.0,1111.0
495.0,986.0,1111.0
496.0,997.0,1111.0
497.0,928.0,1101.0
498.0,967.0,1121.0
499.0,967.0,1101.0
500.0,997.0,1111.0
501.0,967.0,1121.0
502.0,938.0,1091.0
503.0,986.0,1131.0
504.0,977.0,1091.0
505.0,986.0,1121.0
506.0,997.0,1121.0
507.0,967.0,1081.0
508.0,977.0,1131.0
509.0,967.0,1091.0
510.0,977.0,1121.0
511.0,977.0,1121.0
512.0,967.0,1091.0
513.0,977.0,1121.0
514.0,947.0,1101.0
515.0,957.0,1111.0
516.0,957.0,1111.0
517.0,967.0,1081.0
518.0,977.0,1111.0
519.0,947.0,1101.0
520.0,967.0,1101.0
521.0,957.0,1121.0
522.0,938.0,1081.0
523.0,938.0,1121.0
524.0,967.0,1091.0
525.0,947.0,1101.0
526.0,947.0,1111.0
527.0,928.0,1091.0
528.0,967.0,1091.0
529.0,938.0,1121.0
530.0,928.0,1081.0
531.0,967.0,1121.0
532.0,928.0,1081.0
533.0,967.0,1111.0
534.0,938.0,1091.0
535.0,938.0,1091.0
536.0,967.0,1121.0
537.0,928.0,1091.0
538.0,928.0,1091.0
539.0,947.0,1111.0
540.0,918.0,1091.0
541.0,947.0,1111.0
542.0,918.0,1091.0
543.0,918.0,1101.0
544.0,928.0,1121.0
545.0,938.0,1061.0
546.0,947.0,1111.0
547.0,928.0,1081.0
548.0,928.0,1091.0
549.0,967.0,1091.0
550.0,938.0,1091.0
551.0,938.0,1091.0
552.0,938.0,1101.0
553.0,898.0,1091.0
554.0,938.0,1101.0
555.0,918.0,1081.0
556.0,947.0,1111.0
557.0,928.0,1081.0
558.0,947.0,1091.0
559.0,909.0,1101.0
560.0,898.0,1081.0
561.0,967.0,1091.0
562.0,928.0,1071.0
563.0,918.0,1111.0
564.0,898.0,1071.0
565.0,947.0,1091.0
566.0,889.0,1081.0
567.0,947.0,1091.0
568.0,918.0,1081.0
569.0,928.0,1061.0
570.0,928.0,1091.0
571.0,918.0,1071.0
572.0,928.0,1091.0
573.0,898.0,1081.0
574.0,938.0,1091.0
575.0,938.0,1091.0
576.0,909.0,1071.0
577.0,918.0,1091.0
578.0,928.0,1051.0
579.0,928.0,1101.0
580.0,918.0,1071.0
581.0,898.0,1091.0
582.0,928.0,1091.0
583.0,918.0,1061.0
584.0,918.0,1101.0
585.0,918.0,1061.0
586.0,938.0,1091.0
587.0,918.0,1051.0
588.0,898.0,1091.0
589.0,898.0,1061.0
590.0,909.0,1061.0
591.0,909.0,1091.0
592.0,909.0,1061.0
593.0,938.0,1081.0
594.0,898.0,1051.0
595.0,938.0,1071.0
596.0,898.0,1061.0
597.0,918.0,1051.0
598.0,898.0,1091.0
599.0,928.0,1051.0
600.0,889.0,1091.0
601.0,928.0,1061.0
602.0,898.0,1081.0
603.0,928.0,1091.0
604.0,898.0,1051.0
605.0,918.0,1081.0
606.0,898.0,1051.0
607.0,928.0,1061.0
608.0,918.0,1051.0
609.0,879.0,1081.0
610.0,928.0,1071.0
611.0,889.0,1051.0
612.0,928.0,1081.0
613.0,879.0,1061.0
614.0,928.0,1061.0
615.0,898.0,1071.0
616.0,898.0,1051.0
617.0,928.0,1071.0
618.0,859.0,1051.0
619.0,898.0,1091.0
620.0,898.0,1051.0
621.0,898.0,1061.0
622.0,898.0,1071.0
623.0,898.0,1041.0
624.0,898.0,1091.0
625.0,889.0,1051.0
626.0,898.0,1061.0
627.0,879.0,1081.0
628.0,869.0,1051.0
629.0,928.0,1051.0
630.0,879.0,1051.0
631.0,909.0,1061.0
632.0,869.0,1041.0
633.0,918.0,1081.0
634.0,869.0,1051.0
635.0,889.0,1061.0
636.0,898.0,1051.0
637.0,889.0,1051.0
638.0,928.0,1061.0
639.0,898.0,1031.0
640.0,869.0,1071.0
641.0,898.0,1051.0
642.0,859.0,1051.0
643.0,889.0,1061.0
644.0,869.0,1031.0
645.0,909.0,1061.0
646.0,869.0,1061.0
647.0,889.0,1041.0
648.0,859.0,1051.0
649.0,918.0,1051.0
650.0,879.0,1051.0
651.0,879.0,1041.0
652.0,869.0,1051.0
653.0,918.0,1061.0
654.0,889.0,1051.0
655.0,879.0,1051.0
656.0,879.0,1051.0
657.0,879.0,1041.0
658.0,909.0,1061.0
659.0,889.0,1031.0
660.0,879.0,1031.0
661.0,909.0,1051.0
662.0,869.0,1031.0
663.0,859.0,1031.0
664.0,889.0,1061.0
665.0,859.0,1031.0
666.0,898.0,1041.0
667.0,879.0,1051.0
668.0,879.0,1051.0
669.0,850.0,1041.0
670.0,850.0,1051.0
671.0,889.0,1051.0
672.0,889.0,1041.0
673.0,879.0,1021.0
674.0,889.0,1041.0
675.0,898.0,1061.0
676.0,889.0,1031.0
677.0,859.0,1031.0
678.0,869.0,1051.0
679.0,850.0,1041.0
680.0,879.0,1021.0
681.0,889.0,1051.0
682.0,889.0,1051.0
683.0,869.0,1021.0
684.0,898.0,1021.0
685.0,889.0,1041.0
686.0,889.0,1021.0
687.0,859.0,1031.0
688.0,859.0,1031.0
689.0,869.0,1051.0
690.0,889.0,1041.0
691.0,869.0,1031.0
692.0,869.0,1031.0
693.0,869.0,1041.0
694.0,850.0,1011.0
695.0,850.0,1011.0
696.0,889.0,1041.0
697.0,869.0,1051.0
698.0,850.0,1011.0
699.0,869.0,1011.0
700.0,879.0,1041.0
701.0,889.0,1051.0
702.0,869.0,1021.0
703.0,850.0,1011.0
704.0,850.0,1031.0
705.0,879.0,1051.0
706.0,869.0,1041.0
707.0,840.0,1031.0
708.0,859.0,1001.0
709.0,859.0,1011.0
710.0,869.0,1041.0
711.0,889.0,1051.0
712.0,869.0,1031.0
713.0,879.0,1001.0
714.0,840.0,1011.0
715.0,879.0,1041.0
716.0,850.0,1031.0
717.0,840.0,1011.0
718.0,869.0,1021.0
719.0,859.0,1051.0
720.0,830.0,1011.0
721.0,850.0,1021.0
722.0,859.0,1041.0
723.0,850.0,1021.0
724.0,840.0,1011.0
725.0,859.0,1011.0
726.0,889.0,1011.0
727.0,879.0,1031.0
728.0,869.0,1011.0
729.0,840.0,1011.0
730.0,859.0,1001.0
731.0,869.0,1001.0
732.0,869.0,1031.0
733.0,850.0,1021.0
734.0,850.0,1011.0
735.0,859.0,981.0
736.0,850.0,1021.0
737.0,869.0,1031.0
738.0,850.0,1021.0
739.0,859.0,991.0
740.0,840.0,1001.0
741.0,869.0,1011.0
742.0,889.0,1021.0
743.0,840.0,1001.0
744.0,850.0,991.0
745.0,850.0,1021.0
746.0,879.0,1031.0
747.0,820.0,1011.0
748.0,859.0,1001.0
749.0,869.0,1021.0
750.0,830.0,1001.0
751.0,850.0,991.0
752.0,830.0,1011.0
753.0,859.0,1031.0
754.0,889.0,1011.0
755.0,830.0,1011.0
756.0,840.0,981.0
757.0,820.0,1001.0
758.0,830.0,1021.0
759.0,869.0,1011.0
760.0,869.0,1001.0
761.0,850.0,991.0
762.0,850.0,1001.0
763.0,869.0,1001.0
764.0,850.0,1031.0
765.0,840.0,1011.0
766.0,850.0,991.0
767.0,840.0,971.0
768.0,840.0,1001.0
769.0,850.0,1001.0
770.0,869.0,1001.0
771.0,869.0,1001.0
772.0,840.0,981.0
773.0,850.0,971.0
774.0,850.0,991.0
775.0,869.0,1001.0
776.0,859.0,1011.0
777.0,850.0,1011.0
778.0,859.0,981.0
779.0,850.0,981.0
780.0,810.0,991.0
781.0,859.0,981.0
782.0,850.0,1001.0
783.0,850.0,1001.0
784.0,850.0,981.0
785.0,810.0,991.0
786.0,850.0,971.0
787.0,850.0,981.0
788.0,840.0,981.0
789.0,820.0,1001.0
790.0,850.0,1001.0
791.0,840.0,1011.0
792.0,859.0,981.0
793.0,850.0,971.0
794.0,810.0,981.0
795.0,820.0,971.0
796.0,820.0,1001.0
797.0,830.0,991.0
798.0,850.0,1011.0
799.0,859.0,1001.0
800.0,840.0,1001.0
801.0,830.0,981.0
802.0,810.0,981.0
803.0,840.0,981.0
804.0,869.0,981.0
805.0,859.0,1001.0
806.0,869.0,1001.0
807.0,850.0,971.0
808.0,820.0,981.0
809.0,820.0,961.0
810.0,850.0,961.0
811.0,850.0,981.0
812.0,850.0,1001.0
813.0,820.0,971.0
814.0,801.0,971.0
815.0,820.0,971.0
816.0,840.0,1001.0
817.0,850.0,1001.0
818.0,850.0,1001.0
819.0,850.0,991.0
820.0,859.0,1001.0
821.0,850.0,981.0
822.0,820.0,961.0
823.0,830.0,961.0
824.0,850.0,961.0
825.0,840.0,961.0
826.0,820.0,961.0
827.0,820.0,971.0
828.0,820.0,981.0
829.0,850.0,971.0
830.0,840.0,991.0
831.0,830.0,981.0
832.0,820.0,971.0
833.0,801.0,971.0
834.0,810.0,961.0
835.0,810.0,951.0
836.0,850.0,961.0
837.0,850.0,971.0
838.0,850.0,971.0
839.0,859.0,971.0
840.0,869.0,971.0
841.0,850.0,981.0
842.0,820.0,981.0
843.0,830.0,981.0
844.0,830.0,981.0
845.0,820.0,981.0
846.0,840.0,971.0
847.0,850.0,961.0
848.0,830.0,961.0
849.0,820.0,961.0
850.0,820.0,971.0
851.0,810.0,961.0
852.0,830.0,951.0
853.0,840.0,951.0
854.0,820.0,961.0
855.0,810.0,961.0
856.0,850.0,951.0
857.0,810.0,971.0
858.0,830.0,961.0
859.0,850.0,981.0
860.0,859.0,971.0
861.0,820.0,991.0
862.0,820.0,961.0
863.0,850.0,941.0
864.0,840.0,961.0
865.0,830.0,981.0
866.0,850.0,971.0
867.0,850.0,951.0
868.0,810.0,951.0
869.0,840.0,931.0
870.0,810.0,951.0
871.0,820.0,961.0
872.0,840.0,961.0
873.0,840.0,971.0
874.0,850.0,951.0
875.0,830.0,961.0
876.0,810.0,961.0
877.0,810.0,951.0
878.0,791.0,961.0
879.0,830.0,961.0
880.0,820.0,971.0
881.0,840.0,951.0
882.0,820.0,961.0
883.0,840.0,961.0
884.0,850.0,951.0
885.0,840.0,961.0
886.0,830.0,941.0
887.0,820.0,931.0
888.0,840.0,941.0
889.0,801.0,961.0
890.0,840.0,941.0
891.0,810.0,961.0
892.0,830.0,961.0
893.0,850.0,961.0
894.0,850.0,951.0
895.0,840.0,961.0
896.0,840.0,941.0
897.0,791.0,951.0
898.0,810.0,931.0
899.0,820.0,921.0
900.0,801.0,951.0
901.0,820.0,931.0
902.0,830.0,951.0
903.0,830.0,961.0
904.0,820.0,961.0
905.0,830.0,961.0
906.0,820.0,961.0
907.0,840.0,951.0
908.0,840.0,961.0
909.0,840.0,951.0
910.0,810.0,931.0
911.0,801.0,931.0
912.0,820.0,931.0
913.0,810.0,931.0
914.0,820.0,951.0
915.0,840.0,971.0
916.0,820.0,941.0
917.0,810.0,951.0
918.0,820.0,951.0
919.0,840.0,931.0
920.0,801.0,921.0
921.0,791.0,931.0
922.0,830.0,931.0
923.0,820.0,951.0
924.0,820.0,951.0
925.0,810.0,951.0
926.0,830.0,961.0
927.0,840.0,951.0
928.0,810.0,931.0
929.0,791.0,931.0
930.0,801.0,931.0
931.0,810.0,931.0
932.0,791.0,921.0
933.0,791.0,931.0
934.0,801.0,921.0
935.0,810.0,931.0
936.0,810.0,931.0
937.0,820.0,931.0
938.0,830.0,921.0
939.0,791.0,931.0
940.0,810.0,931.0
941.0,810.0,961.0
942.0,850.0,941.0
943.0,850.0,941.0
944.0,801.0,961.0
945.0,820.0,941.0
946.0,840.0,941.0
947.0,830.0,941.0
948.0,840.0,931.0
949.0,801.0,951.0
950.0,840.0,931.0
951.0,791.0,921.0
952.0,830.0,911.0
953.0,830.0,901.0
954.0,762.0,921.0
955.0,801.0,931.0
956.0,820.0,921.0
957.0,791.0,931.0
958.0,820.0,931.0
959.0,791.0,931.0
960.0,810.0,921.0
961.0,830.0,911.0
962.0,791.0,931.0
963.0,791.0,931.0
964.0,791.0,921.0
965.0,820.0,911.0
966.0,820.0,921.0
967.0,810.0,901.0
968.0,810.0,911.0
969.0,801.0,921.0
970.0,781.0,921.0
971.0,810.0,911.0
972.0,791.0,931.0
973.0,810.0,921.0
974.0,771.0,921.0
975.0,791.0,931.0
976.0,810.0,921.0
977.0,791.0,901.0
978.0,781.0,921.0
979.0,820.0,901.0
980.0,791.0,911.0
981.0,820.0,911.0
982.0,801.0,921.0
983.0,840.0,921.0
984.0,810.0,931.0
985.0,820.0,931.0
986.0,810.0,931.0
987.0,850.0,921.0
988.0,810.0,941.0
989.0,820.0,931.0
990.0,820.0,931.0
991.0,791.0,931.0
992.0,840.0,921.0
993.0,820.0,931.0
994.0,801.0,921.0
995.0,810.0,921.0
996.0,830.0,921.0
997.0,810.0,921.0
998.0,801.0,931.0
999.0,820.0,921.0
1000.0,820.0,911.0
1001.0,840.0,901.0
1002.0,840.0,921.0
1003.0,840.0,931.0
1004.0,810.0,931.0
1005.0,801.0,931.0
1006.0,820.0,921.0
1007.0,840.0,911.0
1008.0,840.0,921.0
1009.0,830.0,901.0
1010.0,791.0,901.0
1011.0,791.0,891.0
1012.0,771.0,891.0
1013.0,762.0,901.0
1014.0,762.0,901.0
1015.0,791.0,911.0
1016.0,762.0,901.0
1017.0,762.0,891.0
1018.0,791.0,901.0
1019.0,791.0,911.0
1020.0,791.0,911.0
1021.0,820.0,921.0
1022.0,830.0,921.0
1023.0,840.0,921.0
1024.0,840.0,921.0
1025.0,820.0,911.0
1026.0,810.0,911.0
1027.0,820.0,901.0
1028.0,781.0,921.0
1029.0,791.0,901.0
1030.0,820.0,921.0
1031.0,830.0,921.0
1032.0,830.0,921.0
1033.0,810.0,911.0
1034.0,810.0,891.0
1035.0,762.0,891.0
1036.0,810.0,901.0
1037.0,810.0,881.0
1038.0,771.0,891.0
1039.0,791.0,891.0
1040.0,810.0,881.0
1041.0,791.0,891.0
1042.0,810.0,881.0
1043.0,820.0,901.0
1044.0,810.0,911.0
1045.0,810.0,931.0
1046.0,810.0,921.0
1047.0,791.0,921.0
1048.0,791.0,901.0
1049.0,810.0,891.0
1050.0,810.0,881.0
1051.0,810.0,891.0
1052.0,810.0,881.0
1053.0,810.0,881.0
1054.0,791.0,891.0
1055.0,751.0,891.0
1056.0,762.0,891.0
1057.0,762.0,891.0
1058.0,771.0,901.0
1059.0,801.0,901.0
1060.0,791.0,921.0
1061.0,810.0,901.0
