Vernier Format 2
cstr_600_300_2.txt 8/9/118 12:39:15
Run 1
Time	Conductivity	
226	1557	
227	1557	
228	1557	
229	1568	
230	1548	
231	1557	
232	1577	
233	1538	
234	1568	
235	1577	
236	1548	
237	1568	
238	1557	
239	1568	
240	1548	
241	1577	
242	1568	
243	1568	
244	1548	
245	1538	
246	1568	
247	1538	
248	1557	
249	1538	
250	1548	
251	1538	
252	1557	
253	1538	
254	1557	
255	1538	
256	1557	
257	1538	
258	1557	
259	1548	
260	1538	
261	1548	
262	1528	
263	1557	
264	1548	
265	1548	
266	1528	
267	1548	
268	1538	
269	1548	
270	1548	
271	1528	
272	1538	
273	1528	
274	1528	
275	1528	
276	1518	
277	1528	
278	1509	
279	1509	
280	1518	
281	1538	
282	1518	
283	1538	
284	1509	
285	1548	
286	1528	
287	1528	
288	1538	
289	1528	
290	1518	
291	1538	
292	1538	
293	1528	
294	1509	
295	1528	
296	1528	
297	1528	
298	1528	
299	1528	
300	1528	
301	1528	
302	1498	
303	1509	
304	1528	
305	1528	
306	1509	
307	1509	
308	1498	
309	1498	
310	1528	
311	1528	
312	1528	
313	1498	
314	1509	
315	1509	
316	1498	
317	1509	
318	1528	
319	1489	
320	1528	
321	1509	
322	1509	
323	1479	
324	1509	
325	1489	
326	1489	
327	1518	
328	1509	
329	1509	
330	1479	
331	1479	
332	1489	
333	1509	
334	1498	
335	1489	
336	1489	
337	1479	
338	1489	
339	1489	
340	1479	
341	1479	
342	1479	
343	1498	
344	1469	
345	1498	
346	1479	
347	1479	
348	1479	
349	1498	
350	1498	
351	1479	
352	1469	
353	1498	
354	1489	
355	1498	
356	1489	
357	1459	
358	1469	
359	1459	
360	1479	
361	1498	
362	1489	
363	1479	
364	1459	
365	1489	
366	1469	
367	1459	
368	1459	
369	1459	
370	1479	
371	1459	
372	1469	
373	1479	
374	1479	
375	1459	
376	1459	
377	1479	
378	1479	
379	1459	
380	1469	
381	1449	
382	1479	
383	1449	
384	1479	
385	1469	
386	1449	
387	1469	
388	1469	
389	1459	
390	1449	
391	1469	
392	1459	
393	1449	
394	1469	
395	1449	
396	1469	
397	1459	
398	1449	
399	1459	
400	1469	
401	1449	
402	1449	
403	1439	
404	1439	
405	1459	
406	1459	
407	1459	
408	1459	
409	1459	
410	1439	
411	1429	
412	1459	
413	1429	
414	1449	
415	1459	
416	1469	
417	1459	
418	1459	
419	1459	
420	1429	
421	1429	
422	1439	
423	1459	
424	1459	
425	1459	
426	1449	
427	1429	
428	1429	
429	1429	
430	1429	
431	1420	
432	1449	
433	1459	
434	1420	
435	1439	
436	1459	
437	1420	
438	1449	
439	1449	
440	1420	
441	1429	
442	1420	
443	1429	
444	1429	
445	1449	
446	1449	
447	1449	
448	1429	
449	1429	
450	1420	
451	1449	
452	1420	
453	1420	
454	1449	
455	1439	
456	1439	
457	1420	
458	1429	
459	1439	
460	1420	
461	1409	
462	1439	
463	1409	
464	1439	
465	1439	
466	1439	
467	1429	
468	1420	
469	1429	
470	1429	
471	1409	
472	1429	
473	1420	
474	1400	
475	1409	
476	1409	
477	1400	
478	1420	
479	1400	
480	1400	
481	1420	
482	1429	
483	1420	
484	1420	
485	1420	
486	1420	
487	1400	
488	1420	
489	1400	
490	1400	
491	1409	
492	1420	
493	1420	
494	1420	
495	1400	
496	1400	
497	1420	
498	1420	
499	1420	
500	1420	
501	1400	
502	1420	
503	1420	
504	1390	
505	1420	
506	1420	
507	1390	
508	1390	
509	1400	
510	1420	
511	1390	
512	1390	
513	1390	
514	1409	
515	1400	
516	1409	
517	1409	
518	1409	
519	1390	
520	1409	
521	1400	
522	1390	
523	1400	
524	1400	
525	1380	
526	1400	
527	1400	
528	1380	
529	1380	
530	1390	
531	1390	
532	1380	
533	1400	
534	1390	
535	1390	
536	1400	
537	1380	
538	1400	
539	1400	
540	1380	
541	1390	
542	1390	
543	1370	
544	1390	
545	1380	
546	1370	
547	1390	
548	1370	
549	1370	
550	1390	
551	1370	
552	1370	
553	1390	
554	1390	
555	1380	
556	1380	
557	1380	
558	1370	
559	1370	
560	1370	
561	1390	
562	1390	
563	1380	
564	1360	
565	1390	
566	1360	
567	1390	
568	1370	
569	1360	
570	1390	
571	1370	
572	1390	
573	1350	
574	1360	
575	1390	
576	1370	
577	1360	
578	1380	
579	1350	
580	1380	
581	1390	
582	1370	
583	1380	
584	1350	
585	1390	
586	1350	
587	1380	
588	1350	
589	1380	
590	1370	
591	1350	
592	1370	
593	1350	
594	1370	
595	1380	
596	1360	
597	1350	
598	1370	
599	1370	
600	1350	
601	1370	
602	1350	
603	1370	
604	1350	
605	1350	
606	1340	
607	1370	
608	1370	
609	1370	
610	1370	
611	1340	
612	1370	
613	1350	
614	1380	
615	1370	
616	1340	
617	1350	
618	1370	
619	1360	
620	1340	
621	1350	
622	1350	
623	1360	
624	1340	
625	1370	
626	1340	
627	1360	
628	1340	
629	1350	
630	1360	
631	1360	
632	1350	
633	1350	
634	1370	
635	1360	
636	1350	
637	1331	
638	1331	
639	1350	
640	1350	
641	1350	
642	1350	
643	1350	
644	1340	
645	1340	
646	1350	
647	1350	
648	1350	
649	1331	
650	1331	
651	1350	
652	1321	
653	1350	
654	1331	
655	1340	
656	1350	
657	1321	
658	1350	
659	1321	
660	1321	
661	1350	
662	1321	
663	1350	
664	1350	
665	1340	
666	1321	
667	1350	
668	1311	
669	1340	
670	1340	
671	1311	
672	1350	
673	1321	
674	1350	
675	1340	
676	1321	
677	1340	
678	1321	
679	1340	
680	1340	
681	1340	
682	1321	
683	1311	
684	1340	
685	1311	
686	1340	
687	1311	
688	1311	
689	1311	
690	1331	
691	1331	
692	1311	
693	1311	
694	1340	
695	1331	
696	1331	
697	1331	
698	1331	
699	1311	
700	1311	
701	1311	
702	1311	
703	1331	
704	1311	
705	1311	
706	1301	
707	1311	
708	1301	
709	1311	
710	1311	
711	1311	
712	1321	
713	1301	
714	1321	
715	1301	
716	1311	
717	1311	
718	1321	
719	1321	
720	1301	
721	1321	
722	1321	
723	1321	
724	1321	
725	1321	
726	1321	
727	1301	
728	1301	
729	1301	
730	1301	
731	1321	
732	1311	
733	1331	
734	1291	
735	1311	
736	1311	
737	1301	
738	1301	
739	1321	
740	1291	
741	1311	
742	1301	
743	1301	
744	1311	
745	1301	
746	1321	
747	1311	
748	1291	
749	1321	
750	1301	
751	1311	
752	1311	
753	1301	
754	1301	
755	1311	
756	1291	
757	1311	
758	1311	
759	1301	
760	1281	
761	1311	
762	1301	
763	1291	
764	1311	
765	1291	
766	1291	
767	1311	
768	1311	
769	1311	
770	1311	
771	1311	
772	1311	
773	1311	
774	1311	
775	1281	
776	1291	
777	1281	
778	1301	
779	1311	
780	1301	
781	1301	
782	1272	
783	1301	
784	1311	
785	1301	
786	1291	
787	1281	
788	1272	
789	1311	
790	1281	
791	1311	
792	1272	
793	1281	
794	1301	
795	1301	
796	1291	
797	1272	
798	1272	
799	1281	
800	1272	
801	1272	
802	1272	
803	1291	
804	1301	
805	1301	
806	1291	
807	1281	
808	1291	
809	1301	
810	1301	
811	1272	
812	1272	
813	1272	
814	1281	
815	1291	
816	1281	
817	1272	
818	1301	
819	1261	
820	1272	
821	1301	
822	1272	
823	1272	
824	1291	
825	1272	
826	1272	
827	1291	
828	1291	
829	1291	
830	1261	
831	1261	
832	1272	
833	1291	
834	1261	
835	1291	
836	1261	
837	1261	
838	1261	
839	1261	
840	1272	
841	1261	
842	1261	
843	1281	
844	1261	
845	1261	
846	1261	
847	1261	
848	1261	
849	1272	
850	1252	
851	1291	
852	1281	
853	1261	
854	1261	
855	1291	
856	1281	
857	1261	
858	1281	
859	1261	
860	1291	
861	1261	
862	1272	
863	1261	
864	1261	
865	1261	
866	1261	
867	1281	
868	1281	
869	1252	
870	1281	
871	1261	
872	1261	
873	1272	
874	1272	
875	1242	
876	1261	
877	1281	
878	1272	
879	1252	
880	1272	
881	1261	
882	1252	
883	1252	
884	1291	
885	1242	
886	1261	
887	1261	
888	1272	
889	1272	
890	1261	
891	1242	
892	1272	
893	1242	
894	1242	
895	1242	
896	1261	
897	1272	
898	1252	
899	1272	
900	1252	
901	1252	
902	1261	
903	1252	
904	1242	
905	1272	
906	1252	
907	1242	
908	1272	
909	1272	
910	1242	
911	1252	
912	1242	
913	1272	
914	1272	
915	1242	
916	1261	
917	1242	
918	1252	
919	1261	
920	1232	
921	1242	
922	1242	
923	1242	
924	1261	
925	1242	
926	1242	
927	1232	
928	1261	
929	1261	
930	1261	
931	1232	
932	1261	
933	1252	
934	1232	
935	1242	
936	1261	
937	1242	
938	1242	
939	1232	
940	1232	
941	1232	
942	1232	
943	1261	
944	1261	
945	1261	
946	1232	
947	1261	
948	1232	
949	1242	
950	1261	
951	1242	
952	1261	
953	1232	
954	1261	
955	1261	
956	1232	
957	1252	
958	1261	
959	1261	
960	1261	
961	1252	
962	1232	
963	1232	
964	1232	
965	1232	
966	1252	
967	1232	
968	1242	
969	1261	
970	1232	
971	1232	
972	1232	
973	1252	
974	1261	
975	1252	
976	1222	
977	1232	
978	1232	
979	1232	
980	1232	
981	1252	
982	1232	
983	1261	
984	1252	
985	1252	
986	1252	
987	1232	
988	1232	
989	1232	
990	1222	
991	1222	
992	1232	
993	1232	
994	1232	
995	1232	
996	1242	
997	1222	
998	1242	
999	1242	
1000	1242	
1001	1222	
1002	1222	
1003	1232	
1004	1222	
1005	1232	
1006	1232	
1007	1242	
1008	1232	
1009	1242	
1010	1242	
1011	1222	
1012	1222	
1013	1242	
1014	1232	
1015	1232	
1016	1242	
1017	1232	
1018	1222	
1019	1222	
1020	1232	
1021	1242	
1022	1232	
1023	1242	
1024	1232	
1025	1232	
1026	1242	
1027	1232	
1028	1222	
1029	1232	
1030	1232	
1031	1242	
1032	1222	
1033	1242	
1034	1222	
1035	1212	
1036	1232	
1037	1212	
1038	1242	
1039	1222	
1040	1222	
1041	1242	
1042	1212	
1043	1232	
1044	1232	
1045	1232	
1046	1232	
1047	1242	
1048	1212	
1049	1232	
1050	1222	
1051	1242	
1052	1212	
1053	1242	
1054	1222	
1055	1232	
1056	1212	
1057	1232	
1058	1222	
1059	1232	
1060	1212	
1061	1232	
1062	1212	
1063	1212	
1064	1232	
1065	1212	
1066	1232	
1067	1212	
1068	1212	
1069	1232	
1070	1232	
1071	1202	
1072	1232	
1073	1232	
1074	1232	
1075	1212	
1076	1212	
1077	1222	
1078	1232	
1079	1232	
1080	1232	
1081	1232	
1082	1222	
1083	1232	
1084	1232	
1085	1232	
1086	1232	
1087	1212	
1088	1232	
1089	1212	
1090	1212	
1091	1212	
1092	1232	
1093	1212	
1094	1192	
1095	1232	
1096	1222	
1097	1212	
1098	1232	
1099	1212	
1100	1232	
1101	1202	
1102	1232	
1103	1232	
1104	1222	
1105	1222	
1106	1222	
1107	1232	
1108	1222	
1109	1232	
1110	1192	
1111	1232	
1112	1202	
1113	1232	
1114	1212	
1115	1232	
1116	1202	
1117	1212	
1118	1212	
1119	1192	
1120	1222	
1121	1232	
1122	1212	
1123	1192	
1124	1192	
1125	1202	
1126	1222	
1127	1222	
1128	1202	
1129	1222	
1130	1212	
1131	1222	
1132	1222	
1133	1192	
1134	1212	
1135	1212	
1136	1202	
1137	1192	
1138	1212	
1139	1222	
1140	1212	
1141	1192	
1142	1192	
1143	1202	
1144	1212	
1145	1202	
1146	1202	
1147	1222	
1148	1212	
1149	1192	
1150	1192	
1151	1192	
1152	1192	
1153	1192	
1154	1192	
1155	1222	
1156	1222	
1157	1212	
1158	1192	
1159	1192	
1160	1222	
1161	1212	
1162	1212	
1163	1212	
1164	1192	
1165	1222	
1166	1222	
1167	1192	
1168	1192	
1169	1192	
1170	1192	
1171	1192	
